Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11700000
DFSK,Other Model,2021,Used,Automatic,Petrol,1500,76000,9960000
Toyota,Roomy,2025,Reconditioned,Automatic,Petrol,1000,1800,10950000
Isuzu,Gemini,1989,Used,Manual,Diesel,1470,250000,950000
Toyota,Passo,2016,Used,Automatic,Petrol,996,110000,7125000
Nissan,Sunny,2003,Used,Automatic,Petrol,1500,118000,4750000
Toyota,CHR,2023,Reconditioned,Automatic,Petrol,1200,17000,19300000
Perodua,Viva Elite,2011,Used,Automatic,Petrol,800,94521,4950000
Nissan,Sunny,1995,Used,Manual,Petrol,1500,63210,2845000
Hyundai,Santa Fe,2014,â¢ Very clean interior and exterior,Automatic,Petrol,2359,156691,11500000
DFSK,Glory,2021,Used,Tiptronic,Petrol,1500,29000,10800000
Toyota,Tercel,1996,Used,Automatic,Diesel,1500,300000,2950000
Peugeot,3008,2018,Used,Automatic,Petrol,1200,140570,13500000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Honda,Civic,1990,Used,Manual,Petrol,1450,145000,1450000
Mahindra,Scorpio,2026,Brand New,Automatic,Diesel,2179,0,13385593
Toyota,Corolla,1980,Used,Manual,Petrol,1200,120000,950000
Toyota,Crown,2026,Brand New,Automatic,Hybrid,2500,2000,50000000
Land Rover,Defender,2026,Brand New,Automatic,Petrol,2000,0,73000000
Toyota,CHR,2018,Used,Automatic,Petrol,1200,89556,13550000
BMW,525i,2025,Brand New,Automatic,Petrol,2000,0,59500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,235,18550000
Toyota,Raize,2024,Reconditioned,Automatic,Hybrid,1200,8350,13575000
Toyota,Raize,2024,Reconditioned,Automatic,Petrol,1000,17200,11950000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14900000
Jaguar,F-Pace,2020,Used,Automatic,Petrol,2000,62000,37500000
Mazda,Familia,1981,Used,Manual,Petrol,1500,1000000,1150000
Hyundai,Elantra,1999,Used,Automatic,Petrol,1600,61000,2690000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11790000
Maruti Suzuki,800,2006,Used,Manual,Petrol,800,120000,1975000
Hyundai,Venue,2026,Brand New,Automatic,Petrol,1000,0,13978000
Hyundai,Venue,2026,Brand New,Automatic,Petrol,1000,0,13975000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,0,13685000
Daihatsu,Terios,2007,Used,Automatic,Petrol,650,145000,4750000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
Kia,Kia Syros HTX PLUS O,2026,Brand New,Automatic (DCT),Petrol,1000,,13000000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,5,9650000
Toyota,Aqua,2013,Used,Automatic,Hybrid,1500,117854,7690000
Toyota,Premio,2013,Used,Automatic,Petrol,1490,86000,12500000
Lexus,RX350,2003,Used,Automatic,Petrol,3000,127000,8000000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,20350000
Honda,Civic,1990,Used,Manual,Petrol,1450,145000,1450000
Daihatsu,Rocky,2025,Brand New,Automatic,Hybrid,1200,400,13775000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
Toyota,Corolla,1998,âï¸ 100% Accident-Free (Clear Body),Automatic,Petrol,1500,225000,3700000
Honda,ZRV Z,2024,Used,Automatic,Petrol,1500,6021,21800000
Audi,Audi A3 Sportback S line,2024,High Grade Japan Unit,7-Speed S tronic Automatic,Petrol,1000,10000,16000000
Land Rover,Defender,2024,Brand New,Automatic,Hybrid,2000,0,78650000
Land Rover,Defender,2024,Brand New,Automatic,Hybrid,2000,0,78500000
Toyota,Toyota Prius Z Grade,2026,Brand New (0 KM),e-CVT Automatic,Hybrid,2000,0,34000000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,10,20590000
Audi,A3,2024,Excellent / Almost Brand New,Automatic (S Tronic),Petrol,1000,10000,14500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,20575000
Hyundai,Venue,2026,Brand New,Automatic,Petrol,1000,170,13700000
Audi,A5,2017,Used,Automatic,Petrol,2000,55000,31500000
Suzuki,Wagon R FX,2025,Brand New,Automatic,Petrol,650,1500,7690000
Honda,CRV,2024,Brand New,Automatic,Petrol,1500,0,29500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14690000
Mercedes Benz,C300,2015,Used,Automatic,Diesel,2100,75000,18490000
Suzuki,Every,2026,Brand New,Automatic,Petrol,660,0,11790000
Honda,Vezel,2025,Brand New,Automatic,Petrol,1500,0,18600000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,71000,9950000
Land Rover,Land Rover Range Rover Evoque Dynamic HSE P300e,2025,High Grade Japan Unit,Automatic,Hybrid,1500,8000,42000000
Mitsubishi,Xpander,2018,Used,Automatic,Petrol,1500,92000,11850000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,50,9350000
Nissan,Magnite,2026,Reconditioned,Automatic,Petrol,1000,3000,9150000
Toyota,Rush,2012,Used,Automatic,Petrol,1490,205000,7200000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,9250000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Honda,WR-V,2025,Used,Tiptronic,Petrol,1500,4200,16300000
BMW,X1,2019,Used,Automatic,Petrol,1500,83000,18750000
Maruti Suzuki,800,2006,Used,Manual,Petrol,800,95000,2275000
Nissan,Skyline,2003,Used,Automatic,Petrol,2500,55000,5950000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,20,9250000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,11990000
Toyota,Land Cruiser Prado,2011,Used,Automatic,Petrol,2700,180000,25000000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,11990000
Nissan,Roox,2024,Reconditioned,Automatic,Hybrid,660,19000,8800000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,11990000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,11990000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,12990000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19475000
Volkswagen,Taigun,2026,Brand New,Automatic,Petrol,1000,0,12990000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,10790000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19500000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12590000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12590000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12650000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,9590000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,10290000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,10975000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12650000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,9690000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,9590000
Honda,Vezel,2024,Used,Automatic,Hybrid,1500,11000,18490000
Suzuki,Alto,2014,Used,Manual,Petrol,800,75364,4100000
Ssang Yong,Tivoli,2015,Used,Tiptronic,Petrol,1600,150000,7190000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,8790000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,8890000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,1000,850,9500000
BMW,X1,2018,Used,Automatic,Petrol,1500,96000,15950000
Mitsubishi,Montero,2012,Used,Automatic,Diesel,2500,33000,17990000
Suzuki,Alto,2026,Brand New,Automatic,Petrol,1000,0,6950000
Toyota,UrbanCruiser Hyryder,2026,Brand New,Automatic,Hybrid,1500,0,17990000
Honda,Vezel,2015,Used,Automatic,Hybrid,1500,133500,10500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15200000
Mitsubishi,Montero,2007,Used,Automatic,Petrol,3500,150000,15500000
Suzuki,Alto,2024,Brand New,Automatic,Petrol,660,0,6890000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,20000000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20900000
Toyota,Land Cruiser Prado,2024,Used,Automatic,Diesel,2800,2000,83590000
Land Rover,Defender,2026,Reconditioned,Automatic,Hybrid,2000,40,77650000
Daihatsu,Mira,2025,Import,Automatic,Petrol,660,2600,7500000
BMW,320d,2014,Used,Automatic,Diesel,2000,143000,20500000
Mercedes Benz,C300,2016,Used,Automatic,Petrol,2000,62000,23500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14600000
Suzuki,Swift,2017,Used,Automatic,Petrol,1000,62000,8500000
Suzuki,Alto,2026,Brand New,Automatic,Petrol,1000,0,6950000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12750000
Suzuki,Alto,2017,Used,Automatic,Petrol,650,95422,5575000
Toyota,Other Model,2025,Reconditioned,Automatic,Diesel,2800,310,26800000
Audi,A3,2023,Used,Automatic,Petrol,1000,0,22450000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Toyota,Starlet,1997,Used,Automatic,Petrol,1450,175000,3250000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1496,20,19275000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,500,20450000
Toyota,Land Cruiser Prado,2024,Brand New,Automatic,Petrol,2700,1000,61990000
Suzuki,Spacia,2025,Import,Automatic,Hybrid,660,5000,10500000
Honda,Civic,1991,Used,Manual,Petrol,1500,100523,3800000
Toyota,Raize,2025,Reconditioned,Automatic,Petrol,1000,30000,11650000
Audi,Q2,2018,Used,Automatic,Petrol,1000,72000,12250000
Toyota,Land Cruiser Prado,2024,Brand New,Automatic,Petrol,2700,1000,61990000
Suzuki,Wagon R ZX,2026,Reconditioned,Automatic,Hybrid,660,290,9225000
Daihatsu,Mira,2025,Import,Automatic,Petrol,660,2000,7100000
Toyota,Corolla,2023,Reconditioned,Automatic,Petrol,1500,8100,16000000
Suzuki,Wagon R FX,2024,Brand New,Automatic,Petrol,660,0,7975000
Land Rover,Range Rover Sport,2017,Used,Automatic,Diesel,2000,93000,31000000
Toyota,Land Cruiser Sahara,2015,Used,Automatic,Diesel,4500,215000,52500000
Honda,Grace,2015,Used,Automatic,Hybrid,1500,161000,9400000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,990,18,11850000
Mercedes Benz,E200,2020,Used,Tiptronic,Petrol,1500,45000,32500000
Honda,Vezel,2018,Used,Automatic,Hybrid,1490,158500,13690000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11790000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,11475000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,50,11690000
Honda,CRV,2023,Reconditioned,Automatic,Petrol,1500,27000,27500000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,56,11870000
Honda,CRV,2024,Reconditioned,Automatic,Petrol,1500,32000,27250000
Honda,CRV,2024,Reconditioned,Automatic,Petrol,1500,9000,28250000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,6000,6900000
Kia,Sorento,2012,Used,Automatic,Diesel,2199,197000,9500000
BMW,740Le,2017,Used,Automatic,Petrol,2000,50000,39800000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14390000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,111000,8450000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11290000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,62000,10500000
Toyota,Yaris,2024,Reconditioned,Automatic,Petrol,1000,46000,9800000
Toyota,Fortuner,2015,Used,Automatic,Petrol,2700,72000,17850000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12500000
Toyota,Corolla,1990,Used,Manual,Petrol,1500,34000,2075000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11290000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11890000
Suzuki,Alto,2015,Used,Manual,Petrol,796,86000,4200000
Suzuki,Fronx,2025,Used,Automatic,Petrol,1000,5000,11175000
Nissan,X-Trail,2014,Used,Automatic,Petrol,2000,92000,11950000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,118000,9490000
Kia,Sportage,2015,Used,Automatic,Diesel,2000,29000,12500000
Honda,Vezel,2017,Used,Automatic,Hybrid,1500,133500,12000000
Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,660,72700,7450000
Toyota,Harrier,2015,Used,Automatic,Petrol,2000,66000,19850000
Nissan,Cefiro,2002,Used,Automatic,Diesel,800,32100,4500000
Mitsubishi,RVR,2010,Used,Automatic,Petrol,1700,126000,7375000
Toyota,Aqua,2015,Used,Automatic,Hybrid,1500,128500,8850000
Peugeot,3008,2020,Used,Automatic,Petrol,1198,63000,15500000
Toyota,Rush,2020,Used,Automatic,Petrol,1496,104000,14000000
Audi,A3,2023,Reconditioned,Automatic,Petrol,1000,30000,16250000
Toyota,Passo,2016,Used,Automatic,Petrol,1000,52500,7390000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Kia,Sorento,2012,Used,Automatic,Diesel,2199,197000,9500000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Suzuki,Alto,2024,Reconditioned,Automatic,Hybrid,650,46100,7590000
Suzuki,Alto,2024,Reconditioned,Automatic,Petrol,650,8536,7190000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,45,20250000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,0,20900000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,1000,0,12000000
Land Rover,Freelander,2009,Used,Automatic,Petrol,3000,140000,6400000
Mercedes Benz,E200,2011,Used,Automatic,Petrol,1800,49000,14800000
Mitsubishi,L200,2024,Reconditioned,Automatic,Diesel,2400,2000,23800000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,650,0,9450000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11890000
Toyota,Corolla,2024,Reconditioned,Automatic,Hybrid,1800,6000,25250000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,10000,16200000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11990000
Renault,KWID,2017,Used,Manual,Petrol,800,87000,3790000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11990000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1490,10,20900000
Honda,Freed,2024,Reconditioned,Automatic,Hybrid,1500,12000,18500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14790000
Suzuki,Spacia,2016,Used,Automatic,Petrol,660,108000,6300000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1500,24000,17950000
Daihatsu,Mira,2025,Import,Automatic,Petrol,660,10000,6600000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1500,10000,18950000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1500,126000,7850000
Nissan,Serena,2025,Brand New,Automatic,Hybrid,1400,0,22900000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,0,13700000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Toyota,Starlet,1997,Used,Automatic,Petrol,1450,175000,3250000
Toyota,Land Cruiser,2025,Brand New,Automatic,Petrol,3500,3000,93500000
Suzuki,Wagon R,2025,Used,Automatic,Petrol,650,1750,8950000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,10000,18490000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,0,7050000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1500,18000,17950000
Honda,Vezel,2026,Reconditioned,Automatic,Hybrid,1500,0,18990000
Toyota,Prius,2010,Used,Automatic,Hybrid,1798,270000,10300000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,11390000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11850000
Peugeot,3008,2018,Used,Automatic,Petrol,1200,120000,11250000
BMW,740Le,2018,Used,Automatic,Hybrid,2000,118000,37000000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11550000
Mini,Cooper,2017,Used,Automatic,Petrol,1500,46000,11650000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11550000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11550000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11550000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19990000
Toyota,Vitz,2016,Used,Automatic,Petrol,1000,65400,7950000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19990000
Toyota,Hilux,1989,Used,Manual,Diesel,2700,300000,5500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19990000
Honda,City,2026,Brand New,Automatic,Petrol,1000,0,14000000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11490000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,20350000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,660,20000,7585000
Honda,WR-V,2025,Used,Tiptronic,Petrol,1500,4200,16300000
Nissan,Sunny,1992,Used,Manual,Petrol,1400,285600,2175000
Honda,Vezel,2024,Brand New,Automatic,Hybrid,1500,21500,17850000
Toyota,Alphard,2025,Used,Automatic,Petrol,2500,95,63000000
Mercedes Benz,GLB,2025,Reconditioned,Automatic,Petrol,1400,1800,39500000
Honda,N-WGN,2024,Reconditioned,Automatic,Petrol,658,15371,7750000
Nissan,Roox,2023,Reconditioned,Automatic,Petrol,650,6800,9200000
Toyota,Corolla,1984,Used,Manual,Petrol,1300,352800,1000000
Nissan,Dayz,2026,Brand New,Automatic,Petrol,660,127,8600000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,658,10450,7350000
Suzuki,Fronx,2026,Brand New,Automatic,Hybrid,1000,0,11490000
Peugeot,5008,2025,Brand New,Automatic,Hybrid,1200,0,35900000
Mercedes Benz,EQE 300,2024,Used,Automatic,Electric,180,20000,48590000
Suzuki,Every,2024,Used,Automatic,Petrol,650,12000,7850000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,9390000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11875000
Toyota,Land Cruiser Prado,2015,Brand New,Automatic,Petrol,2700,118521,38500000
Toyota,Roomy,2022,Reconditioned,Automatic,Petrol,1000,33000,9300000
Nissan,Sunny,2008,Used,Manual,Petrol,1500,271857,4995000
Kia,Seltos,2026,Brand New,Automatic,Petrol,1500,0,20290000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19590000
Mazda,Flair,2024,Reconditioned,Automatic,Petrol,650,6200,8950000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15350000
Toyota,UrbanCruiser Hyryder,2026,Brand New,Automatic,Hybrid,1500,0,17990000
Land Rover,Range Rover Sport,2008,Used,Automatic,Diesel,3800,0,24500000
Land Rover,Range Rover,2026,Brand New,Automatic,Hybrid,3000,0,164000000
Honda,Civic,1990,Used,Manual,Petrol,1450,145000,1450000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11900000
Honda,Vezel,2025,Used,Automatic,Hybrid,1500,19000,18350000
Toyota,Prius,2010,Used,Automatic,Hybrid,1800,180000,8650000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,1990,173617,12850000
Lexus,LX600,2026,Brand New,Automatic,Petrol,3500,8,138000000
Volkswagen,Golf,2023,Reconditioned,Automatic,Petrol,1000,17000,15490000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,650,5000,6950000
Toyota,Land Cruiser,2026,Import,Manual,Diesel,2755,0,29500000
Volkswagen,Golf,2023,Reconditioned,Automatic,Petrol,1000,11000,15490000
Nissan,Dayz,2024,Reconditioned,Automatic,Petrol,1500,5000,7950000
Jeep,Renegade,2017,Used,Automatic,Petrol,1400,100000,11500000
Toyota,Land Cruiser Sahara,2024,Brand New,Automatic,Diesel,3500,0,106000000
Daihatsu,Taft,2024,Used,Automatic,Petrol,650,5000,8250000
Suzuki,Wagon R FX,2016,Used,Automatic,Hybrid,650,130000,5990000
Toyota,Land Cruiser Prado,1988,Used,Automatic,Diesel,3000,30000,13990000
Toyota,Premio,2018,Accident free,Automatic,Petrol,1500,114000,15900000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,8990000
Mercedes Benz,C220,2014,Used,Automatic,Diesel,2143,126000,13350000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,1000,89500,9190000
Land Rover,Range Rover Evoque,2023,Reconditioned,Automatic,Hybrid,1500,9800,45000000
Land Rover,Defender,2025,Brand New,Automatic,Petrol,2000,100,86000000
Toyota,Raize,2025,Reconditioned,Automatic,Petrol,1000,15214,12690000
Kia,Sorento,2017,Used,Automatic,Diesel,2200,128000,17500000
Mercedes Benz,G450d,2024,Brand New,Automatic,Diesel,3000,1000,158000000
Honda,CRV,2025,Brand New,Automatic,Petrol,1500,0,31990000
Toyota,Yaris,2024,Reconditioned,Automatic,Petrol,1000,11911,10400000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,253,19900000
Honda,Civic,1990,Used,Manual,Petrol,1450,145000,1450000
Mercedes Benz,S300,2007,Used,Automatic,Petrol,2999,100000,15500000
BMW,318i,2016,Used,Tiptronic,Petrol,1500,35000,19800000
Suzuki,Wagon R ZX,2025,Reconditioned,Automatic,Hybrid,660,6057,9000000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1500,13100,19900000
Land Rover,Range Rover Sport,2018,Used,Automatic,Diesel,2000,75000,38500000
Toyota,Vellfire,2026,Brand New,Automatic,Hybrid,2500,100,60000000
Toyota,Yaris,2024,Reconditioned,Automatic,Petrol,1000,13180,10400000
BMW,Mini Cooper,2026,Brand New,Automatic,Petrol,1500,500,31000000
Toyota,Harrier,2017,Used,Automatic,Petrol,2000,105000,21500000
Volkswagen,T-Cross,2024,Brand New,Automatic,Petrol,1000,1000,16990000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,6852,7300000
Honda,Vezel,2026,Brand New,Tiptronic,Hybrid,1500,0,20700000
Honda,Vezel,2026,Brand New,Tiptronic,Hybrid,1500,0,21000000
Land Rover,Range Rover Sport,2018,Used,Automatic,Petrol,2000,48000,49500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14550000
Nissan,Sunny,1984,Used,Manual,Petrol,1500,161707,1080000
Nissan,Tiida,2008,Used,Automatic,Petrol,1500,110000,5100000
Mitsubishi,Xpander,2020,Used,Automatic,Petrol,1600,80000,13500000
Toyota,Alphard,2025,Brand New,Automatic,Petrol,2500,0,57500000
Nissan,Almera,2025,Brand New,Automatic,Petrol,1000,0,13950000
Toyota,Vitz,2015,Used,Automatic,Petrol,1000,100650,7500000
Toyota,Vitz,2000,Used,Automatic,Petrol,1000,158000,4000000
Suzuki,Alto,2015,Used,Manual,Petrol,800,172000,4150000
Ford,Raptor Ranger,2025,Brand New,Automatic,Diesel,2000,0,35500000
Toyota,Yaris,2023,Brand New,Manual,Petrol,1600,9000,45000000
Toyota,Crown,1984,Used,Manual,Diesel,2000,23000,1550000
Nissan,Serena,2024,Brand New,Automatic,Petrol,1500,0,24850000
Daihatsu,Mira,2025,Import,Automatic,Petrol,658,10000,6900000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,46000,9250000
Toyota,Taisor,2026,Import,Automatic,Hybrid,996,20,11250000
Nissan,Almera,2025,Brand New,Automatic,Petrol,1000,0,13250000
Daihatsu,Charade,1985,Used,Manual,Petrol,1000,96000,1190000
Audi,A3,2017,Used,Automatic,Petrol,1000,74000,11500000
Hyundai,Venue,2026,Brand New,Automatic,Petrol,1000,0,14100000
Toyota,Allion,2007,Used,Automatic,Petrol,1490,152000,9750000
Land Rover,Range Rover,2017,Used,Automatic,Petrol,3000,85000,47500000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14500000
BMW,520d,2013,Used,Automatic,Diesel,1995,128000,18675000
Toyota,Prius,2012,Used,Automatic,Hybrid,1800,176000,10975000
Nissan,Dayz,2026,Brand New,Automatic,Petrol,660,0,8100000
Nissan,X-Trail,2014,Used,Automatic,Petrol,1990,144000,10875000
Suzuki,Wagon R ZX,2025,Brand New,Automatic,Hybrid,650,1,9975000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12750000
Toyota,Taisor,2026,Used,Automatic,Petrol,1000,0,12000000
Honda,Vezel,2025,Used,Automatic,Petrol,1500,2200,19500000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12675000
Toyota,Raize,2020,Used,Automatic,Petrol,1000,41000,11390000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12600000
Maruti Suzuki,800,2007,Used,Manual,Petrol,800,163500,2475000
